infinitive,tense,person,new_example,new_example_english
bere,presente,io,"Bevo sempre un bicchiere di acqua tiepida con limone appena mi sveglio la mattina","I always drink a glass of warm water with lemon as soon as I wake up in the morning"
bere,presente,tu,"Tu bevi abbastanza acqua durante la giornata per mantenerti idratato e in salute?","Do you drink enough water during the day to stay hydrated and healthy?"
bere,presente,lui,"Lei beve solo vino biologico prodotto nelle migliori cantine della regione toscana","She only drinks organic wine produced in the best cellars of the Tuscan region"
bere,presente,noi,"Beviamo un caffè insieme ogni mattina prima di andare al lavoro nei nostri uffici","We drink coffee together every morning before going to work in our offices"
bere,presente,voi,"Voi bevete mai bevande gassate o preferite sempre succhi di frutta naturali fatti in casa?","Do you ever drink carbonated beverages or do you always prefer homemade natural fruit juices?"
bere,presente,loro,"Bevono tè verde giapponese ogni pomeriggio per rilassarsi e purificare il corpo dalle tossine","They drink Japanese green tea every afternoon to relax and purify the body from toxins"
bere,futuro_semplice,io,"Berrò champagne francese per brindare al mio nuovo lavoro che inizierò la settimana prossima","I will drink French champagne to toast my new job that I'll start next week"
bere,futuro_semplice,tu,"Tu berrai finalmente quel vino pregiato che conservi da anni per un'occasione speciale?","Will you finally drink that fine wine you've been saving for years for a special occasion?"
bere,futuro_semplice,lui,"Lei berrà solo acqua minerale durante la dieta depurativa che inizierà lunedì mattina","She will drink only mineral water during the purifying diet she'll start Monday morning"
bere,futuro_semplice,noi,"Berremo insieme alla fontana dell'acqua fresca durante la nostra escursione in montagna","We will drink together from the fresh water fountain during our mountain hike"
bere,futuro_semplice,voi,"Voi berrete birra tedesca autentica durante il vostro viaggio di lavoro a Monaco?","Will you drink authentic German beer during your business trip to Munich?"
bere,futuro_semplice,loro,"Berranno punch alla frutta durante la festa tropicale che organizzeranno in giardino sabato","They will drink fruit punch during the tropical party they'll organize in the garden Saturday"
bere,passato_prossimo,io,"Ho bevuto troppo caffè ieri e non sono riuscito a dormire tutta la notte","I drank too much coffee yesterday and couldn't sleep all night"
bere,passato_prossimo,tu,"Hai mai bevuto vino così buono durante i tuoi viaggi nelle cantine della Francia?","Have you ever drunk such good wine during your trips to French wine cellars?"
bere,passato_prossimo,lui,"Ha bevuto l'ultima goccia d'acqua dalla borraccia durante l'escursione nel deserto africano","He drank the last drop of water from the water bottle during the hike in the African desert"
bere,passato_prossimo,noi,"Abbiamo bevuto limonata fresca sotto l'ombrellone durante la giornata caldissima al mare","We drank fresh lemonade under the umbrella during the very hot day at the beach"
bere,passato_prossimo,voi,"Avete bevuto abbastanza liquidi durante la maratona per evitare la disidratazione pericolosa?","Did you drink enough fluids during the marathon to avoid dangerous dehydration?"
bere,passato_prossimo,loro,"Hanno bevuto un brindisi con prosecco per celebrare l'apertura del loro nuovo negozio","They drank a toast with prosecco to celebrate the opening of their new store"
cambiare,presente,io,"Cambio sempre strada per andare al lavoro perché mi piace scoprire nuovi percorsi","I always change routes to go to work because I like discovering new paths"
