infinitive,tense,person,new_example,new_example_english
iniziare,presente,io,"Inizio sempre la giornata con una tazza di caffè caldo e dieci minuti di meditazione","I always start the day with a cup of hot coffee and ten minutes of meditation"
iniziare,presente,tu,"Tu inizi mai nuovi progetti senza aver completato quelli che hai già cominciato?","Do you ever start new projects without completing ones you've already begun?"
iniziare,presente,lui,"Lei inizia ogni lezione universitaria con una citazione famosa per ispirare gli studenti","She starts every university lesson with a famous quote to inspire students"
iniziare,presente,noi,"Iniziamo sempre i nostri viaggi molto presto per evitare il traffico delle ore di punta","We always start our trips very early to avoid rush hour traffic"
iniziare,presente,voi,"Voi iniziate spesso conversazioni con sconosciuti o siete persone piuttosto timide?","Do you often start conversations with strangers or are you rather shy people?"
iniziare,presente,loro,"Iniziano ogni riunione aziendale leggendo i punti principali dell'ordine del giorno","They start every business meeting by reading main points of agenda"
iniziare,futuro_semplice,io,"Inizierò un nuovo corso di pittura artistica il prossimo mese per sviluppare creatività","I will start a new artistic painting course next month to develop creativity"
iniziare,futuro_semplice,tu,"Tu inizierai finalmente quel libro che vuoi scrivere da quando eri al liceo?","Will you finally start that book you've wanted to write since high school?"
iniziare,futuro_semplice,lui,"Lei inizierà a lavorare nella nuova azienda dopo aver completato il periodo di preavviso","She will start working at new company after completing notice period"
iniziare,futuro_semplice,noi,"Inizieremo la costruzione della casa quando avremo ottenuto tutti i permessi necessari","We will start house construction when we've obtained all necessary permits"
iniziare,futuro_semplice,voi,"Voi inizierete a studiare medicina se supererete l'esame di ammissione difficile?","Will you start studying medicine if you pass difficult admission exam?"
iniziare,futuro_semplice,loro,"Inizieranno le riprese del film dopo aver trovato la location perfetta","They will start filming after finding perfect location"
iniziare,passato_prossimo,io,"Ho iniziato a suonare il violino quando avevo sei anni con molto entusiasmo","I started playing violin when I was six years old with great enthusiasm"
iniziare,passato_prossimo,tu,"Hai iniziato il nuovo lavoro con il piede giusto o hai trovato difficoltà?","Did you start new job on right foot or did you encounter difficulties?"
iniziare,passato_prossimo,lui,"Ha iniziato la sua carriera artistica dipingendo ritratti per strada durante l'università","He started his artistic career painting portraits on street during university"
iniziare,passato_prossimo,noi,"Abbiamo iniziato questo progetto tre anni fa senza immaginare dove ci avrebbe portato","We started this project three years ago without imagining where it would take us"
iniziare,passato_prossimo,voi,"Avete iniziato a organizzare il matrimonio o state ancora decidendo la data?","Did you start organizing wedding or are you still deciding date?"
iniziare,passato_prossimo,loro,"Hanno iniziato la loro storia d'amore con una semplice amicizia nata tra i banchi","They started their love story with simple friendship born among school desks"
insegnare,presente,io,"Insegno sempre ai miei studenti l'importanza del rispetto reciproco e della collaborazione","I always teach my students importance of mutual respect and collaboration"
insegnare,presente,tu,"Tu insegni mai ai tuoi figli piccoli i valori tradizionali della famiglia?","Do you ever teach your young children traditional family values?"
insegnare,presente,lui,"Lei insegna matematica avanzata agli studenti del liceo scientifico con grande passione","She teaches advanced mathematics to science high school students with great passion"
insegnare,presente,noi,"Insegniamo insieme ai nostri bambini l'importanza di proteggere l'ambiente naturale","We teach our children together importance of protecting natural environment"
insegnare,presente,voi,"Voi insegnate spesso ai vostri nipoti piccoli le tradizioni culturali della vostra regione?","Do you often teach your young grandchildren cultural traditions of your region?"
insegnare,presente,loro,"Insegnano ai giovani l'arte antica della ceramica tramandando tecniche di famiglia","They teach young people ancient art of ceramics passing down family techniques"
insegnare,futuro_semplice,io,"Insegnerò inglese ai bambini stranieri che arrivano nella nostra scuola multiculturale","I will teach English to foreign children arriving at our multicultural school"
insegnare,futuro_semplice,tu,"Tu insegnerai finalmente quello che hai imparato durante i tuoi viaggi internazionali?","Will you finally teach what you learned during your international travels?"
insegnare,futuro_semplice,lui,"Lei insegnerà pianoforte ai bambini del quartiere aprendo una scuola di musica","She will teach piano to neighborhood children by opening music school"
insegnare,futuro_semplice,noi,"Insegneremo ai nostri figli l'importanza del lavoro onesto e della perseveranza","We will teach our children importance of honest work and perseverance"
insegnare,futuro_semplice,voi,"Voi insegnerete le vostre competenze professionali ai nuovi colleghi che arriveranno?","Will you teach your professional skills to new colleagues who will arrive?"
insegnare,futuro_semplice,loro,"Insegneranno tecniche di sopravvivenza durante il campo estivo organizzato in montagna","They will teach survival techniques during summer camp organized in mountains"
insegnare,passato_prossimo,io,"Ho insegnato per trent'anni in diverse scuole prima di andare in pensione","I taught for thirty years in different schools before retiring"
insegnare,passato_prossimo,tu,"Hai mai insegnato a qualcuno qualcosa che hai cambiato la sua vita?","Have you ever taught someone something that changed their life?"
insegnare,passato_prossimo,lui,"Ha insegnato a sua figlia a guidare con pazienza e dedizione paterna","He taught his daughter to drive with patience and paternal dedication"
insegnare,passato_prossimo,noi,"Abbiamo insegnato ai nostri studenti molto più delle materie scolastiche tradizionali","We taught our students much more than traditional school subjects"
insegnare,passato_prossimo,voi,"Avete insegnato ai vostri figli l'importanza dell'onestà fin da quando erano piccoli?","Did you teach your children importance of honesty since they were small?"
insegnare,passato_prossimo,loro,"Hanno insegnato a una generazione intera i valori del rispetto e della solidarietà","They taught an entire generation values of respect and solidarity"
inviare,presente,io,"Invio sempre email dettagliate ai miei clienti per tenerli informati sui progressi","I always send detailed emails to my clients to keep them informed about progress"
inviare,presente,tu,"Tu invii mai lettere cartacee o usi sempre la posta elettronica moderna?","Do you ever send paper letters or do you always use modern electronic mail?"
inviare,presente,lui,"Lei invia pacchi regalo ai parenti lontani per ogni occasione speciale dell'anno","She sends gift packages to distant relatives for every special occasion of year"
inviare,presente,noi,"Inviamo sempre cartoline dai luoghi che visitiamo durante le nostre vacanze","We always send postcards from places we visit during our vacations"
inviare,presente,voi,"Voi inviate spesso messaggi di auguri ai vostri amici per i compleanni?","Do you often send birthday wishes to your friends on their birthdays?"
inviare,presente,loro,"Inviano rapporti settimanali al capo per documentare il lavoro svolto","They send weekly reports to boss to document work performed"
